autor,texto,likes,fecha,texto_limpio,ubicacion,tokens,sentimiento,probabilidad
@aidasalamanca238,Por favor es que los derechos humanos son más importantes de los bandidos que la gente inocente que han matado ???.,0,2026-02-03T14:29:05Z,favor derechos humanos importantes bandidos gente inocente matado,sin info,"favor,derechos,humanos,importantes,bandidos,gente,inocente,matado",negativo,0.849276304244995
@trbg7120,"por que tienes que darle titulo al video tan negativo , me supongo que es para atraer visitas , pero de verdad que tu enfoque negativo da muestra de tu terrible forma de comunicar algo que a nivel logico es muy muy positivo , un ser humano como buqule que puso la vida por delante de la muerte y sujetos como tu hablando estupideces solo paa generar visitas",0,2026-02-03T14:28:55Z,darle titulo video tan negativo supongo atraer visitas verdad enfoque negativo muestra terrible forma comunicar nivel logico positivo ser humano buqule puso vida delante muerte sujetos hablando estupideces solo paa generar visitas,sin info,"darle,titulo,video,tan,negativo,supongo,atraer,visitas,verdad,enfoque,negativo,muestra,terrible,forma,comunicar,nivel,logico,positivo,ser,humano,buqule,puso,vida,delante,muerte,sujetos,hablando,estupideces,solo,paa,generar,visitas",negativo,0.977533936500549
@ldehoyos4442,...la pregunta que cabe es: serian las mismas circunstancia y condiciones aceptable si el gobierno fuera de izquierda o solo cuando es de derecha con la bendicion del imperio?...,0,2026-02-03T14:21:20Z,pregunta cabe serian mismas circunstancia condiciones aceptable gobierno izquierda solo derecha bendicion imperio,sin info,"pregunta,cabe,serian,mismas,circunstancia,condiciones,aceptable,gobierno,izquierda,solo,derecha,bendicion,imperio",neutro,0.782093167304993
@leticiaatehortuacastano9733,"25:52 obvio pesa más los contra de antes, no hay felicidad completa, hay que hacer sacrificios, quisiéramos en nuestro país un presidente con los pantalones bien puestos como el presidente Bukele❤",7,2026-02-03T14:20:39Z,obvio pesa felicidad completa hacer sacrificios quisiéramos país presidente pantalones bien puestos presidente bukele,sin info,"obvio,pesa,felicidad,completa,hacer,sacrificios,quisiéramos,país,presidente,pantalones,bien,puestos,presidente,bukele",neutro,0.388540655374527
@salvadorsotounboricuaenten9914,"Quisiera ver videos de lo que esta actualmente pasando en Los campos y otras ciudades en el Salvador  ... y si el negociante o empresario puede llegar y montar un negocio o empresas y que tienen que hacer para echar pa'lante  a ese pais ....",0,2026-02-03T14:20:07Z,quisiera ver videos actualmente pasando campos ciudades salvador negociante empresario puede llegar montar negocio empresas hacer echar lante pais,El Salvador,"quisiera,ver,videos,actualmente,pasando,campos,ciudades,salvador,negociante,empresario,puede,llegar,montar,negocio,empresas,hacer,echar,lante,pais",neutro,0.719967424869537
@elora2525,Yo visite esas mismas calles en el 2014 un poco más organizado y remodolado pero tranquilo en mayoría de sus clases ahí no había maras .  Si habían mucholeros extranjero porque yo era uno y el hostal estaba lleno.  Eso sí las chicas son guapas,0,2026-02-03T14:17:49Z,visite mismas calles 2014 organizado remodolado tranquilo mayoría clases ahí maras mucholeros extranjero hostal lleno chicas guapas,sin info,"visite,mismas,calles,2014,organizado,remodolado,tranquilo,mayoría,clases,ahí,maras,mucholeros,extranjero,hostal,lleno,chicas,guapas",positivo,0.89473032951355
@feiocv,El que no respete los derechos del otro. No tiene derecho alguno,0,2026-02-03T14:17:21Z,respete derechos derecho alguno,sin info,"respete,derechos,derecho,alguno",negativo,0.901131629943848
@edgardosantos2443,"Hubiera preguntado a otra persona, para una respuesta objetiva, yo no soy afin a ningúna política, si no trabajo no como.",0,2026-02-03T14:12:53Z,preguntado persona respuesta objetiva afin ningúna política trabajo,sin info,"preguntado,persona,respuesta,objetiva,afin,ningúna,política,trabajo",neutro,0.643073916435242
@mdd615,"Solo con esa biblioteca, tendra El Salvador una sociedad educada y civil. 👏",0,2026-02-03T14:11:01Z,solo biblioteca tendra salvador sociedad educada civil,El Salvador,"solo,biblioteca,tendra,salvador,sociedad,educada,civil",positivo,0.680931031703949
@RamonPoveda-x3t,"adoctrinamiento bajo régimen militar no es tan bueno amiguitos, vamos a ver en un anos que dirán los bukeles boys",0,2026-02-03T14:05:44Z,adoctrinamiento bajo régimen militar tan bueno amiguitos vamos ver anos dirán bukeles boys,sin info,"adoctrinamiento,bajo,régimen,militar,tan,bueno,amiguitos,vamos,ver,anos,dirán,bukeles,boys",negativo,0.761288821697235
@edlincolindres5365,Esperando que se cruce y venga por Honduras y vea sus bellezas tambien,0,2026-02-03T14:02:31Z,esperando cruce venga honduras vea bellezas tambien,Honduras,"esperando,cruce,venga,honduras,vea,bellezas,tambien",positivo,0.69203782081604
@ysabellatorres9629,"Soy admiradora de Nayib Bukele , un país no se construye con miedo , caos, muerte  de gente honrada. Toda acción tiene una reacción , el qué delinque debe pagar su mal accionar , y toda paz tiene un costo, pero sí tengo a Nayib Bukele al poder no me interesaría el costo de la paz , soy Argentina y admiro a mi presidente Javier Milei , pero sí mañana me dieran a elegir y en la lista está Bukele NO  DUDARÍA EN VOTARLO , no me interesaría a costa de qué, mientras mi pueblo, la gente horrada tenga PAZ. abrazo enorme a los hermano SALVADOREÑOS , en cuanto a derechos humanos me gustaría respondieran una sola pregunta .¿ Las personas que aparecieron en esos túneles TUVIERON DERECHOS HUMANOS ' ¿ USTEDES SE PREOCUPARON POR ELLOS ?'",0,2026-02-03T14:02:02Z,admiradora nayib bukele país construye miedo caos muerte gente honrada toda acción reacción delinque debe pagar mal accionar toda paz costo nayib bukele poder interesaría costo paz argentina admiro presidente javier milei mañana dieran elegir lista bukele dudaría votarlo interesaría costa mientras pueblo gente horrada paz abrazo enorme hermano salvadoreños cuanto derechos humanos gustaría respondieran sola pregunta personas aparecieron túneles derechos humanos ustedes preocuparon,Argentina,"admiradora,nayib,bukele,país,construye,miedo,caos,muerte,gente,honrada,toda,acción,reacción,delinque,debe,pagar,mal,accionar,toda,paz,costo,nayib,bukele,poder,interesaría,costo,paz,argentina,admiro,presidente,javier,milei,mañana,dieran,elegir,lista,bukele,dudaría,votarlo,interesaría,costa,mientras,pueblo,gente,horrada,paz,abrazo,enorme,hermano,salvadoreños,cuanto,derechos,humanos,gustaría,respondieran,sola,pregunta,personas,aparecieron,túneles,derechos,humanos,ustedes,preocuparon",negativo,0.494944483041763
@maroroarocha,"Cuando.vengas a Nicaragua me avisas, para ir a conocerte hermano..
Bendiciones!",0,2026-02-03T14:01:18Z,vengas nicaragua avisas conocerte hermano bendiciones,Nicaragua,"vengas,nicaragua,avisas,conocerte,hermano,bendiciones",positivo,0.621135175228119
@aidasalamanca238,"Colombia necesita un Buckele, con mano dura pero justo, que lleve a Colombia al desarrollo y nuevamente a la inversión, eso conlleva a que haya trabajo que haya seguridad.",0,2026-02-03T14:01:02Z,colombia necesita buckele mano dura justo lleve colombia desarrollo nuevamente inversión conlleva trabajo seguridad,Colombia,"colombia,necesita,buckele,mano,dura,justo,lleve,colombia,desarrollo,nuevamente,inversión,conlleva,trabajo,seguridad",positivo,0.599019646644592
@Jorge-w5g,PlanetaJuan es un MAMERTO,0,2026-02-03T13:58:15Z,planetajuan mamerto,sin info,"planetajuan,mamerto",negativo,0.898072898387909
@IvaSuk10,"Dame 90 mil personas encerradas en una cárcel, que 6 millones encerradas en sus casas y en el miedo. Los derechos humanos son para los inocentes vivos, no para los inocentes muertos, y los que decidieron mal, que sirvan de ejemplo para el resto.",0,2026-02-03T13:57:37Z,dame mil personas encerradas cárcel millones encerradas casas miedo derechos humanos inocentes vivos inocentes muertos decidieron mal sirvan ejemplo resto,sin info,"dame,mil,personas,encerradas,cárcel,millones,encerradas,casas,miedo,derechos,humanos,inocentes,vivos,inocentes,muertos,decidieron,mal,sirvan,ejemplo,resto",negativo,0.820925951004028
@gatolatinol.p2792,Saludos amigo excelente video bien venido seas a nuetro pais El Salvador 🇸🇻,0,2026-02-03T13:50:48Z,saludos amigo excelente video bien venido nuetro pais salvador,El Salvador,"saludos,amigo,excelente,video,bien,venido,nuetro,pais,salvador",positivo,0.895950317382813
@hectormanuelgonzalezbautis9171,"La paz y la seguridad, tanto personal como local, no tienen precio. Sin ellas la convivencia en cualquier pais es imposible. Por ellas siempre se debe luchar",0,2026-02-03T13:49:39Z,paz seguridad personal local precio convivencia cualquier pais imposible siempre debe luchar,sin info,"paz,seguridad,personal,local,precio,convivencia,cualquier,pais,imposible,siempre,debe,luchar",positivo,0.57075822353363
@Fnavarrete2024,"Cuando Juan pregunta que debemos opinar por el futuro del Salvador, creo que los que vivimos en otro país no tenemos nada que decir u opinar, son solo ellos los que deben decir, espero pronto poder conocer ese lindo país y ver y solo escuchar a su gente, pero no rebuscar y rebuscar y rebuscar a que precio está cambiando el Salvador, solo  disfrutar y respetar",0,2026-02-03T13:45:43Z,juan pregunta debemos opinar futuro salvador creo vivimos país decir opinar solo deben decir espero pronto poder conocer lindo país ver solo escuchar gente rebuscar rebuscar rebuscar precio cambiando salvador solo disfrutar respetar,El Salvador,"juan,pregunta,debemos,opinar,futuro,salvador,creo,vivimos,país,decir,opinar,solo,deben,decir,espero,pronto,poder,conocer,lindo,país,ver,solo,escuchar,gente,rebuscar,rebuscar,rebuscar,precio,cambiando,salvador,solo,disfrutar,respetar",neutro,0.622513175010681
@Juanmrtnez00,"Ojala ser Hisponoamerica otra vez, lo dice alguien que es mitad mexicano y mitad colombiano",0,2026-02-03T13:28:09Z,ojala ser hisponoamerica vez dice alguien mitad mexicano mitad colombiano,sin info,"ojala,ser,hisponoamerica,vez,dice,alguien,mitad,mexicano,mitad,colombiano",neutro,0.638299763202667
@Vargas4210,Hermoso programa lo esperaba salvador quedo precioso,0,2026-02-03T13:26:14Z,hermoso programa esperaba salvador quedo precioso,sin info,"hermoso,programa,esperaba,salvador,quedo,precioso",positivo,0.98145204782486
@infonisqa,simpre he pensado que el precio de la paz es recortar libertades,1,2026-02-03T13:20:27Z,simpre pensado precio paz recortar libertades,sin info,"simpre,pensado,precio,paz,recortar,libertades",negativo,0.903064429759979
@jennyechavarriatapasco8656,❤❤ bonito,0,2026-02-03T13:18:44Z,bonito,sin info,bonito,neutro,0.484787076711655
@WatiosCiclismo,"Yo viví allá 7 meses, para mi es un pueblo bastante asolapado. Convivir con ellos ya es otro tema, yo no les creo nada en esa pose de gente amable y no se que.",0,2026-02-03T13:11:28Z,viví allá meses pueblo bastante asolapado convivir tema creo pose gente amable,sin info,"viví,allá,meses,pueblo,bastante,asolapado,convivir,tema,creo,pose,gente,amable",negativo,0.491094082593918
@mivfam1724,Espere que hicieses este viaje por mucho tiempo. Bienvenido a el pulgarcito de América “El Salvador”,1,2026-02-03T13:06:41Z,espere hicieses viaje tiempo bienvenido pulgarcito américa salvador,El Salvador,"espere,hicieses,viaje,tiempo,bienvenido,pulgarcito,américa,salvador",positivo,0.926242530345917
@esperanzajuarez4435,Eso es Hermoso!! ❤❤,0,2026-02-03T13:04:51Z,hermoso,sin info,hermoso,positivo,0.946350276470184
@behainesanchezlf,"El precio que se debe pagar para obtener seguridad en una nación, es que quienes cometen delitos deben pagar con creces sus acciones. Castigas de manera contundente y sin titubeos al delincuente, y tendrás a una sociedad segura, motivada a seguir adelante y dispuesta a mantener el modelo que los protege.",0,2026-02-03T13:02:35Z,precio debe pagar obtener seguridad nación cometen delitos deben pagar creces acciones castigas manera contundente titubeos delincuente sociedad segura motivada seguir adelante dispuesta mantener modelo protege,sin info,"precio,debe,pagar,obtener,seguridad,nación,cometen,delitos,deben,pagar,creces,acciones,castigas,manera,contundente,titubeos,delincuente,sociedad,segura,motivada,seguir,adelante,dispuesta,mantener,modelo,protege",positivo,0.64577329158783
@CarlosFlores-rv4sy,Que bonita pareja.,0,2026-02-03T13:00:54Z,bonita pareja,sin info,"bonita,pareja",positivo,0.959328711032867
@antonioislas7534,El poder engendra el fascismo,0,2026-02-03T12:57:50Z,poder engendra fascismo,sin info,"poder,engendra,fascismo",negativo,0.890374302864075
@GuadalupeHernández-s7g,Gracias por venir a mi país me encantan tus videos son ojos a los que no podemos viajar y usted lo dice con calma y claridad 😊,0,2026-02-03T12:56:49Z,gracias venir país encantan videos ojos podemos viajar usted dice calma claridad,sin info,"gracias,venir,país,encantan,videos,ojos,podemos,viajar,usted,dice,calma,claridad",positivo,0.969673633575439
@heinerarchbold8757,La gente amarillista con su cuento de que nayib bukele es un dictador y bla bla bla yo prefiero vivir en una dictadura al servicio del pueblo al verdadero servicio al pueblo que democracia al servicio de la violencia,0,2026-02-03T12:54:09Z,gente amarillista cuento nayib bukele dictador bla bla bla prefiero vivir dictadura servicio pueblo verdadero servicio pueblo democracia servicio violencia,sin info,"gente,amarillista,cuento,nayib,bukele,dictador,bla,bla,bla,prefiero,vivir,dictadura,servicio,pueblo,verdadero,servicio,pueblo,democracia,servicio,violencia",negativo,0.94830334186554
@DELCYRUIZTORRES,Este canal se volvió el lavadero de cara de la derecha en América Latina. Ahora tiene cara de influencer la propaganda politica de la seguridad de Bukele.,0,2026-02-03T12:45:37Z,canal volvió lavadero cara derecha américa latina ahora cara influencer propaganda politica seguridad bukele,sin info,"canal,volvió,lavadero,cara,derecha,américa,latina,ahora,cara,influencer,propaganda,politica,seguridad,bukele",negativo,0.939956486225128
@dianadelacruz4775,"Qué bella biblioteca, para perderse cada día, semana,,,en un libro 📕📖. La educación es libertad. La inversión en la capital San Salvador es visible. 🎉",0,2026-02-03T12:44:46Z,bella biblioteca perderse cada día semana libro educación libertad inversión capital san salvador visible,El Salvador,"bella,biblioteca,perderse,cada,día,semana,libro,educación,libertad,inversión,capital,san,salvador,visible",positivo,0.525502800941467
@elinconforme6300,"La verdad.. No se puede negar q el presidente del Salvador, hizo un muy buen trabajo haciendole la guerra a toda esa delincuencia q tenía secuestrada al Salvador..",0,2026-02-03T12:44:23Z,verdad puede negar presidente salvador hizo buen trabajo haciendole guerra toda delincuencia secuestrada salvador,El Salvador,"verdad,puede,negar,presidente,salvador,hizo,buen,trabajo,haciendole,guerra,toda,delincuencia,secuestrada,salvador",positivo,0.823087334632874
@saitodgrafico,"Todos quisiéramos un cambio así en nuestros países de Latinoamérica, los criminales no merecen DDHH. 10000 veces cambiaría una vida inocente por la de los pandilleros.",0,2026-02-03T12:43:14Z,quisiéramos cambio así países latinoamérica criminales merecen ddhh 10000 veces cambiaría vida inocente pandilleros,sin info,"quisiéramos,cambio,así,países,latinoamérica,criminales,merecen,ddhh,10000,veces,cambiaría,vida,inocente,pandilleros",negativo,0.936553537845612
@DELCYRUIZTORRES,"Le llama ""caos"" a la economia popular del rebusque... a la economia del pobre.",0,2026-02-03T12:37:13Z,llama caos economia popular rebusque economia pobre,sin info,"llama,caos,economia,popular,rebusque,economia,pobre",negativo,0.868535995483398
@henryhawthorn8849,"Si “el estado de excepción “ fue tan exitoso en El Salvador ¿por qué no se ha implementado tal método de seguridad en otros países? Por ejemplo, en Ecuador hay una inseguridad violenta tal como era antes de Bukele en El Salvador, y estuvo por 60 días un estado de queda hace dos años que tuvo un éxito temporario en cuestión de seguridad. Sin embargo, hoy en día parece ser que los criminales, especialmente los narcotraficantes, se están apoderando del Ecuador, y los políticos están siendo asesinados o sobornados por los criminales. Hay lugares en Ecuador donde la policía está impotente por falta de municiones y armamentos porque los recursos limitados de seguridad se concentran donde hay más violencia de pandilleros en la costa, especialmente en Guayaquil. Menciono Ecuador en particular, porque ellos también, como en El Salvador, usan el USD como dinero oficial del país, especialmente también es un país latinoamericano, y tiene bajo costo de vida como en El Salvador en comparación a Canadá y Estados Unidos. He estado contemplando jubilarme en Ecuador, particularmente donde hay menos violencia en las provincias de Azuay o Loja, pero aún así tengo dudas. Tal vez El Salvador sea mi opción que me convenga más a mi en cuestión de jubilo, pero también hay otros factores como el sistema de salud, clima, infraestructura, entre otras cosas. Este mundo es muy complicado.",1,2026-02-03T12:36:34Z,excepción tan exitoso salvador implementado tal método seguridad países ejemplo ecuador inseguridad violenta tal bukele salvador días queda hace dos años éxito temporario cuestión seguridad embargo hoy día parece ser criminales especialmente narcotraficantes apoderando ecuador políticos siendo asesinados sobornados criminales lugares ecuador policía impotente falta municiones armamentos recursos limitados seguridad concentran violencia pandilleros costa especialmente guayaquil menciono ecuador particular salvador usan usd dinero oficial país especialmente país latinoamericano bajo costo vida salvador comparación canadá unidos contemplando jubilarme ecuador particularmente menos violencia provincias azuay loja aún así dudas tal vez salvador opción convenga cuestión jubilo factores sistema salud clima infraestructura cosas mundo complicado,"Guayaquil, Loja, Ecuador, El Salvador","excepción,tan,exitoso,salvador,implementado,tal,método,seguridad,países,ejemplo,ecuador,inseguridad,violenta,tal,bukele,salvador,días,queda,hace,dos,años,éxito,temporario,cuestión,seguridad,embargo,hoy,día,parece,ser,criminales,especialmente,narcotraficantes,apoderando,ecuador,políticos,siendo,asesinados,sobornados,criminales,lugares,ecuador,policía,impotente,falta,municiones,armamentos,recursos,limitados,seguridad,concentran,violencia,pandilleros,costa,especialmente,guayaquil,menciono,ecuador,particular,salvador,usan,usd,dinero,oficial,país,especialmente,país,latinoamericano,bajo,costo,vida,salvador,comparación,canadá,unidos,contemplando,jubilarme,ecuador,particularmente,menos,violencia,provincias,azuay,loja,aún,así,dudas,tal,vez,salvador,opción,convenga,cuestión,jubilo,factores,sistema,salud,clima,infraestructura,cosas,mundo,complicado",negativo,0.915956616401672
@ELMISMODESIEMPRE-n7e3b,LO QUE ESTA BIEN NO SE CAMBIA QUE VIVA BUKELE,0,2026-02-03T12:31:37Z,bien cambia viva bukele,sin info,"bien,cambia,viva,bukele",positivo,0.688869774341583
@Teodoro-by5bu,"Si esa paz y tranquilidad son reles, que bendición y que alegría que por lo menos un pais del continente americano, pueda disfrutar de ese privilegio",1,2026-02-03T12:19:23Z,paz tranquilidad reles bendición alegría menos pais continente americano pueda disfrutar privilegio,sin info,"paz,tranquilidad,reles,bendición,alegría,menos,pais,continente,americano,pueda,disfrutar,privilegio",positivo,0.969252943992615
@Teodoro-by5bu,Que bonita tu acompañante,1,2026-02-03T12:17:31Z,bonita acompañante,sin info,"bonita,acompañante",positivo,0.949403882026672
@Teodoro-by5bu,"Independientemente de lo controversial del estado de excepción, al parecer Bukele logró esa paz que toda la gente de bien añoramos en nuestros países de este lado del mundo, desde USA hasta Argentina",1,2026-02-03T12:12:22Z,independientemente controversial excepción parecer bukele logró paz toda gente bien añoramos países lado mundo usa argentina,Argentina,"independientemente,controversial,excepción,parecer,bukele,logró,paz,toda,gente,bien,añoramos,países,lado,mundo,usa,argentina",positivo,0.845506370067596
@franciscoantoniomontoyaboc1852,"Las supuestas organizaciones de derechos humanos , casualmente se central en los derechos humanos de los delincuentes y no de los ciudadanos de bien .",1,2026-02-03T12:07:13Z,supuestas organizaciones derechos humanos casualmente central derechos humanos delincuentes ciudadanos bien,sin info,"supuestas,organizaciones,derechos,humanos,casualmente,central,derechos,humanos,delincuentes,ciudadanos,bien",negativo,0.942531764507294
@abelolaza,Primera vez que un video en un país latinoamericano no escuche un bocina de un auto. Felicidades salvadoreños por el gran presidente que tienen,2,2026-02-03T12:01:20Z,primera vez video país latinoamericano escuche bocina auto felicidades salvadoreños gran presidente,sin info,"primera,vez,video,país,latinoamericano,escuche,bocina,auto,felicidades,salvadoreños,gran,presidente",positivo,0.875735461711884
@adrianaspanisch5075,Has debido ir a los barrios populares a ver si la gente pobre dice lo mismo.,0,2026-02-03T11:55:46Z,debido barrios populares ver gente pobre dice mismo,sin info,"debido,barrios,populares,ver,gente,pobre,dice,mismo",negativo,0.679031074047089
@sandraquinonez3255,Que  bendicion un presidente  asi             en Colombia!!!,0,2026-02-03T11:55:30Z,bendicion presidente asi colombia,Colombia,"bendicion,presidente,asi,colombia",positivo,0.842668890953064
@JuanGarcia-lc8eb,Se está haciendo un dictador,0,2026-02-03T11:53:42Z,haciendo dictador,sin info,"haciendo,dictador",negativo,0.923640251159668
@javierroman7308,"Con esa maravillosa compañía,no  te querrás salir de el país milagro de centroamerica",0,2026-02-03T11:47:21Z,maravillosa compañía querrás salir país milagro centroamerica,sin info,"maravillosa,compañía,querrás,salir,país,milagro,centroamerica",neutro,0.44986492395401
@spidermanspider7719,"Magistral
https://www.youtube.com/live/tMhUoQaNP2c?si=NZePk4yESf2Xgikh",0,2026-02-03T11:29:45Z,magistral,sin info,magistral,neutro,0.713411390781403
@miriammujica1294,"Hola Juan, los derechos humanos de los delincuentes, asesinos y donde quedan los derechos humanos de las víctimas ?
Nadie sale a defenderlos. 
Bendiciones",0,2026-02-03T11:23:59Z,hola juan derechos humanos delincuentes asesinos quedan derechos humanos víctimas nadie sale defenderlos bendiciones,sin info,"hola,juan,derechos,humanos,delincuentes,asesinos,quedan,derechos,humanos,víctimas,nadie,sale,defenderlos,bendiciones",negativo,0.941595256328583
@edulanda,Los reclusos que trabajan en la calle no son pandilleros. Los pandilleros están en el CECOT y esos no deben salir jamás de allí,0,2026-02-03T11:21:12Z,reclusos trabajan calle pandilleros pandilleros cecot deben salir jamás allí,sin info,"reclusos,trabajan,calle,pandilleros,pandilleros,cecot,deben,salir,jamás,allí",negativo,0.659489929676056
@edulanda,Que ridículo es cuestionarte si valen más los derechos humanos de los delincuentes o la paz general de la población. Que absurdo dilema,0,2026-02-03T11:18:34Z,ridículo cuestionarte valen derechos humanos delincuentes paz general población absurdo dilema,sin info,"ridículo,cuestionarte,valen,derechos,humanos,delincuentes,paz,general,población,absurdo,dilema",negativo,0.97672438621521
@miguelguzman8207,"A diferencia de El Salvador, Colombia es un país respetuoso de los derechos humanos. Ayer, sin ir más lejos, dejaron el libertad a cuatro criminales que detuvo la policía estando armados y a punto de cometer otro crimen. Un juez les concedió la libertad porque las leyes del país lo ordenan. En Colombia hay guerrilla, bandas criminales, cárteles de narcotráfico, contrabando, minería ilegal, secuestro, explotación sexual de menores, pero ante todo: somos respetuosísimos de los derechos humanos. Cada dos por tres hay masacres, pero nuestro respeto por los derechos humanos es inclaudicable. La corrupción estatal para perpetuarse en el poder es evidente, pero respetamos y defendemos los derechos humanos. Terroristas que asesinaron, desplazaron miles de personas de sus hogares, violaron niños desde los ocho años de edad están sentados en el congreso de la república sin que nadie haya votado por ellos y seguimos respetando los derechos humanos. Nuestro ""presidente"" es amigo de dictadores como los de Cuba y Venezuela y respetamos la autodeterminación de los pueblos y hacemos la vista gorda si ellos se pasan por el forro de los huevos los derechos humanos porque sus democracias son ""distintas"" y criticamos a El Salvador porque no respeta los derechos humanos.",8,2026-02-03T11:06:49Z,diferencia salvador colombia país respetuoso derechos humanos ayer lejos dejaron libertad cuatro criminales detuvo policía armados punto cometer crimen juez concedió libertad leyes país ordenan colombia guerrilla bandas criminales cárteles narcotráfico contrabando minería ilegal secuestro explotación sexual menores respetuosísimos derechos humanos cada dos tres masacres respeto derechos humanos inclaudicable corrupción estatal perpetuarse poder evidente respetamos defendemos derechos humanos terroristas asesinaron desplazaron miles personas hogares violaron niños ocho años edad sentados congreso república nadie votado seguimos respetando derechos humanos presidente amigo dictadores cuba venezuela respetamos autodeterminación pueblos hacemos vista gorda pasan forro huevos derechos humanos democracias distintas criticamos salvador respeta derechos humanos,"Colombia, Cuba, El Salvador, Venezuela","diferencia,salvador,colombia,país,respetuoso,derechos,humanos,ayer,lejos,dejaron,libertad,cuatro,criminales,detuvo,policía,armados,punto,cometer,crimen,juez,concedió,libertad,leyes,país,ordenan,colombia,guerrilla,bandas,criminales,cárteles,narcotráfico,contrabando,minería,ilegal,secuestro,explotación,sexual,menores,respetuosísimos,derechos,humanos,cada,dos,tres,masacres,respeto,derechos,humanos,inclaudicable,corrupción,estatal,perpetuarse,poder,evidente,respetamos,defendemos,derechos,humanos,terroristas,asesinaron,desplazaron,miles,personas,hogares,violaron,niños,ocho,años,edad,sentados,congreso,república,nadie,votado,seguimos,respetando,derechos,humanos,presidente,amigo,dictadores,cuba,venezuela,respetamos,autodeterminación,pueblos,hacemos,vista,gorda,pasan,forro,huevos,derechos,humanos,democracias,distintas,criticamos,salvador,respeta,derechos,humanos",neutro,0.475233465433121
@grp3833,"Como salvadoreño prefiero los pros de ahora, no se compara nada vivir en paz que vivir con el temor de antes.
Es como que aquella persona que te intimidaba dia a dia ya no está y por fin podes ser feliz y vivir tranquilo.",0,2026-02-03T11:02:06Z,salvadoreño prefiero pros ahora compara vivir paz vivir temor aquella persona intimidaba dia dia fin podes ser feliz vivir tranquilo,sin info,"salvadoreño,prefiero,pros,ahora,compara,vivir,paz,vivir,temor,aquella,persona,intimidaba,dia,dia,fin,podes,ser,feliz,vivir,tranquilo",neutro,0.420876830816269
@carloscastro4906,"Yo solo veo cosas positivas, El Salvador y su excelente presidente son un referente para el mundo.",1,2026-02-03T10:55:19Z,solo veo cosas positivas salvador excelente presidente referente mundo,El Salvador,"solo,veo,cosas,positivas,salvador,excelente,presidente,referente,mundo",positivo,0.953322410583496
@88DANIEL77,EXELENTE VIDEO COMO SIEMPRE !!,0,2026-02-03T10:52:50Z,exelente video siempre,sin info,"exelente,video,siempre",positivo,0.972742557525635
@jonathancastellon5266,"Volveré pronto, El Salvador pequeño y bonito saludos desde Nicaragua ❤",1,2026-02-03T10:52:36Z,volveré pronto salvador pequeño bonito saludos nicaragua,"El Salvador, Nicaragua","volveré,pronto,salvador,pequeño,bonito,saludos,nicaragua",positivo,0.943068861961365
@juanmanuelsaenz2119,"Si en un país encierras a toda la población, qué crees que sucederá? Habrá tranquilidad en las calles, solo habrá perros y muy tranquilos porque no habrá a quien ladrarle",0,2026-02-03T10:49:45Z,país encierras toda población crees sucederá tranquilidad calles solo perros tranquilos ladrarle,sin info,"país,encierras,toda,población,crees,sucederá,tranquilidad,calles,solo,perros,tranquilos,ladrarle",neutro,0.760793089866638
@paolazapata6662,"Es lamentable por las personas que sean inocentes y tengan que pagar las consecuencias, sin embargo, creo que es algo que le hace falta a Latinoamérica y son medidas duras contra el crimen, un ejemplo claro  es mi país Colombia, una persona roba, lo arrestan y al otro día está afuera reincidiendo, entiendo que es por la saturación del sistema pero deberían existir lamentablemente mega cárceles, cómo es posible que alguien le quite la vida a otro y pague 7 años de condena, estamos hablando de una VIDA. Sin contar que en las cárceles colombianas muchos tiene televisor, celulares, etc,se dan la gran vida, se lo toman como unas vacaciones, Si las condenas y la estancia en la cárcel es dura, lo pensarían dos veces.",0,2026-02-03T10:42:39Z,lamentable personas inocentes pagar consecuencias embargo creo hace falta latinoamérica medidas duras crimen ejemplo claro país colombia persona roba arrestan día afuera reincidiendo entiendo saturación sistema deberían existir lamentablemente mega cárceles cómo posible alguien quite vida pague años condena hablando vida contar cárceles colombianas televisor celulares etc dan gran vida toman unas vacaciones condenas estancia cárcel dura pensarían dos veces,Colombia,"lamentable,personas,inocentes,pagar,consecuencias,embargo,creo,hace,falta,latinoamérica,medidas,duras,crimen,ejemplo,claro,país,colombia,persona,roba,arrestan,día,afuera,reincidiendo,entiendo,saturación,sistema,deberían,existir,lamentablemente,mega,cárceles,cómo,posible,alguien,quite,vida,pague,años,condena,hablando,vida,contar,cárceles,colombianas,televisor,celulares,etc,dan,gran,vida,toman,unas,vacaciones,condenas,estancia,cárcel,dura,pensarían,dos,veces",negativo,0.979234933853149
@littlepinkdalia6945,"Juan, diste unos datos equivocados, pero con respecto a si Bukele se va o se queda para siempre, es un poco complicado, yo pensaba que un Presidente no debe de estar para siempre, pero en éste caso, preferiria tener al mismp Presidente a que el pais vuelva a ser el mismo de antes.",1,2026-02-03T10:37:08Z,juan diste datos equivocados respecto bukele queda siempre complicado pensaba presidente debe siempre éste caso preferiria tener mismp presidente pais vuelva ser mismo,sin info,"juan,diste,datos,equivocados,respecto,bukele,queda,siempre,complicado,pensaba,presidente,debe,siempre,éste,caso,preferiria,tener,mismp,presidente,pais,vuelva,ser,mismo",negativo,0.812624633312225
@natacuervo6243,Latinoamerica es el futuro,0,2026-02-03T10:36:07Z,latinoamerica futuro,sin info,"latinoamerica,futuro",positivo,0.555120408535004
